tweet_text,polarity
RT @NAARIEMAANI: they renovated TF out of this shower. https://t.co/UCuxMUG331,neutral
"RT @buttsandevans: chris evans as sanitizers, a thread ?????????????????????",neutral
"RT @laineydoyle: I don't understand the British media. I really, really don't.  Basic things: Ireland and the UK started this pandemic with?€?",neutral
"RT @Adriana_Lacy: I can guarantee, your email is not finding me well",neutral
"RT @smithstreet1969: If I buy a pizzeria, and 3 yrs later, it runs out of napkins, gloves, aprons, hair nets, and pizza flour...it?€?s the pr?€?",neutral
RT @albertoutspoken: Now this was a cultural reset https://t.co/MfmOO07BWa,neutral
RT @Fred_Delicious: imagine explaining this tweet to someone from last year,neutral
RT @JuiceKing5x: this is how lil kids cough https://t.co/s3vfs1XbjA,neutral
"RT @ABC7: Move over, pizza rat. ???? A Philadelphia woman found a groundhog outside of her home munching on a piece of pizza for over an hour,?€?",neutral
RT @elonmusk: Logarithm graphs coming soon https://t.co/Fc81TDSQgc,neutral
RT @richardhine: Don Lemon is all of us. https://t.co/aIAGOAAKip,neutral
"RT @tvrkiish: You aren't a hypocrite when you suddenly become more religious during Ramadan. We all try to get closer to Allah, in this mon?€?",neutral
RT @RandyRainbow: ????Just a spoonful of Clorox makes your temperature go down...???? ???????????????????  #ASpoonfulOfClorox #TrumpDisinfectant https://t.co?€?,neutral
RT @Stop_Trump20: I wonder what happened to the sausage?? ???? https://t.co/lvQZ5Kip0n,neutral
RT @MxltiBajablast: Twitter cried and begged for a netflix series about Greek myhtlogy and it's going be hilarious how quick they turn on i?€?,neutral
"RT @johnroderick: My daughter just asked, ?€?R2-D2 was there for the whole story and never had his memory wiped so why didn?€?t he just tell Lu?€?",neutral
RT @Zomzilove: $1 Testing kits. $60 3D printed ventilators. Third Largest recovery rate in the world and only 2 deaths.,neutral
RT @IndigoColumn: This is the story of how a drug dealer and a college dropout became billionaires https://t.co/0a2ISMni8W,neutral
RT @dogsquadtv: Gettin?€? glammed up???????  (IG zenpibble) https://t.co/cwdVC82wTV,neutral
"RT @sezmohammed: I actually cannot believe this origin story for ""Stockholm Syndrome"" which is basically just a ""myth invented to discredit?€?",neutral
RT @uhmuhl: WHY DID MY 75 YEAR OLD NANI POST THIS ON FACEBOOK MAN https://t.co/2CaF3ftjtb,neutral
"RT @officialmcafee: NYC has had 11,000 Covid deaths.  Tokyo, the World's largest and densest city, has had 93.  NYC is locked down.  Tokyo?€?",neutral
RT @2LarryJohnson7: All of mainstream media: https://t.co/vn0m9cJMle,neutral
RT @DeAnna4Congress: For the #TrumpIsNotADoctor crowd...  Bill Nye is not a scientist.  Greta Thunberg is not a climate expert.  Hillary Cl?€?,neutral
"RT @Maxwellsnp: China did not ?€?send?€? them, we bought them from a supplier based in China",neutral
RT @tsengputterman: It's wild how so many Americans view the outsourcing of domestic manufacturing to China over the past 25 years as some?€?,neutral
RT @bennyjohnson: CNN is deleting and censoring this video of their own broadcast which provides material evidence of Joe Biden?€?s sexual as?€?,neutral
RT @Bakari_Sellers: Nobody could?€?ve seen this coming.. https://t.co/iOqoxlmC3B,neutral
"RT @RobHerring: OAN's own @ChanelRion has been ""allowed"" to stand in the back of the briefing room, behind a rope, up against the wall, whi?€?",neutral
RT @charliekirk11: BREAKING:  Tara Reade's former neighbor has come forward and corroborated her story claiming Joe Biden sexually assaulti?€?,neutral
RT @Not_Yves: Drake is 33 with the interior design taste of a 50 year old mobster?€?s wife.,neutral
"RT @wolfblitzer: Four weeks ago, on March 26, there were 938 confirmed U.S. coronavirus deaths. Today, on April 26, there are now 54,530 co?€?",neutral
"RT @Rickfromtheteam: I want it, but I don't wana rush it.  Cuz I'm only doing it once.",neutral
"RT @funder: BREAKING: ?€?Mr. President, they did NOT ask you to be there,?€? West Point grad @Will_P_Goodwin says. ?€?You put your ego ahead of t?€?",neutral
RT @versacewolfe: in Venice the pollution has reduced so much that even Louis Vuitton bags are starting to swim again. nature is healing ?????????€?,neutral
RT @josecanyousee: Gonna tell my kids this was the Single Ladies video https://t.co/ihc37zcQXg,neutral
RT @meowdews: The council will decide your fate https://t.co/VgYv0Npcp1,neutral
RT @vtchakarova: Quarantine day 45. https://t.co/r2txt2Z6Fj,neutral
"RT @RealJamesWoods: Anybody else intrigued by the behavior of this virus? It can reinfect a host, even when that host has antibodies that p?€?",neutral
RT @Julian_Epp: This Biden interview is illuminating https://t.co/DBvd52lKyv,neutral
"RT @BernieSanders: We have a president who doesn't believe in science. Whether it is climate change or the coronavirus pandemic, that is un?€?",neutral
RT @FINALLEVEL: I?€?m done?€??€? https://t.co/dqyHsLbCkd,neutral
RT @carolecadwalla: Ben Warner: 2 years ago he was doing physics postdoc. Now he?€?s a ?€?data scientist?€? advising govt & sitting on SAGE. His?€?,neutral
RT @PopChassid: At least they?€?re finally admitting it. https://t.co/2L1sMkiK9j,neutral
RT @BBCBreakfast: He's done it! ???? #CaptainTomMoore has completed his 100 laps before his 100th birthday live on #BBCBreakfast! ???? He's raise?€?,neutral
RT @realDonaldTrump: Because Shifty is a crooked politician!,neutral
"RT @NatureSuperb: when I bought a new carpet, my dog became a shark. https://t.co/6EcuGhjzIY",neutral
RT @tribelaw: -- MORE THAN 100 PEOPLE called Maryland's emergency hotline asking whether injecting or ingesting disinfectants could help cu?€?,neutral
RT @ProjectLincoln: ???? @realDonaldTrump says his own impeachment ?€?distracted?€? him from responding to #Coronavirus.  But he was never distrac?€?,neutral
"RT @jamescracknell: Here?€?s a game of spot the difference.  1) @dailymail ?€?s pic of me & my dad 2) the actual picture. Socially distant, no?€?",neutral
RT @stevevsninjas: The human personality is made of five key elements https://t.co/H5rLyIAOJn,neutral
RT @BlvkKing: He knows. He was a carpenter.,neutral
RT @bckieffer: My 7 y.o. put on a suit for his class Zoom this morning. My wife told me I needed to go see it so I popped my head in to gra?€?,neutral
RT @MairavZ: Why does not a single journalist ever say to Trump during these briefings ?€?do not speak to me this way?€???,neutral
"RT @soledadobrien: That ?€?somebody?€? is you, babe. https://t.co/0Kie7c4h1R",neutral
"RT @soledadobrien: That ?€?somebody?€? is you, babe.",neutral
RT @brujabitchh: Astrology be one of the oldest sciences on earth and mfs still don?€?t believe in it,neutral
RT @finneas: You know when you?€?ve already been on a flight for hours and you still have hours to go? That?€?s how life feels right now,neutral
RT @dog_rates: This is Otis. He?€?s a corn dog. Master of the polite crunch. 14/10 volume pup https://t.co/YB20QHEmqh,neutral
RT @realDonaldTrump: Because Shifty is a crooked politician! https://t.co/bYkaJmy4Yj,neutral
RT @jimbeglin: Many of you asked to hear from Peter so here he is. https://t.co/h5YWVhVKMv,neutral
"RT @DNPthree: I'll give $1,000 to someone who retweets this within the next 24 hours. Must be following @JaredFPS & myself.",neutral
RT @MdFaiz11_: Surah Fatihah is the first Surah in the Quran and also the first Surah you recite in every rakaat of your prayer. Understand?€?,neutral
RT @pcmaniac88: I saw this pic on my TL. And I couldn't resist. https://t.co/Chpk2Xat5D,neutral
"RT @Surabees: If you interview Joe Biden or do a deep dive on his campaign and don't even mention the name ""Tara Reade"" a single time, you?€?",neutral
