tweet_text,polarity
@JMcK2018 @CraigAPerkins @JaikulaFreedom @vanOnselenP This is a step in avoiding a zillion new cases.  Rapid tracin… https://t.co/nKDat8Qo2X,negative
RT @RoseDC11: WATCH this gentlemen????????as he EXPOSES the inflated #s of covid19 as the CAUSE OF DEATHS in NYC!  In actuality the CDC has liste…,negative
"So, it appears those who are refusing to download #covidsafe App are doing so for one of the following reasons: - s… https://t.co/Eq5p5GxgfI",negative
RT @Darvercastle: We are continuing with our deliveries of Darver Castle famous scones for frontline workers & the vulnerable in our commun…,negative
"RT @KaitlynOffer: So AAP’s board meets tomorrow to decide whether to sell or close the newswire. No idea if we will he told straight after,…",negative
RT @randlight: I have been thinking about this COVID-19 app. What annoys me too about the app is that its also acting as a distraction by t…,negative
"RT @Jonathan_K_Cook: Hmmm. John Ware, widely accused of skewing a BBC Panorama report to present Labour under Corbyn as institutionally ant…",negative
RT @BBCFergusWalsh: Fake news has been circulating on social media that the first volunteer in the Oxford vaccine trial has died.  This is…,negative
RT @EdanClay: Remember when we had 44 different Presidents that didn't whine like a little bitch about what was and wasn't fair every singl…,negative
I have heard that we are soft because we are not fighting for our rights. I disagree. Instead it is those that are… https://t.co/vn1pDAetVz,negative
RT @flightradar24: According to @BBCEngland a pilot has been reported to @UK_CAA for breaching CAA rules restricting recreational flying du…,negative
Italian Law Professor Warns Lockdown Presents Grave Abuse of Authority ITALIANS WILL BE IMPRISONED LONGER IN THEIR… https://t.co/cL7Yla36Ff,negative
Idleness is the root of mischief - Chaucer #StayHome #makingthebestofit #QuarantineLife #covidsafe #coronavirus https://t.co/z2wZSVS3rV,negative
@Peter_Fox59 @realDonaldTrump USA hired a wimp to fight a street battle.,negative
@benjancewicz Well that’s not correct. You saw Gladiator movie with Russell Crowe? Slavery in Ancient Rome was part… https://t.co/aJsZhY6dN7,negative
"@MikeSmithAFR @MayneReport @ScottMorrisonMP ""...deflecting criticism...""  Who did China say again was busy ""deflecting criticism""?",negative
Australian community could lose billions from Morrison shirtfronting the Chinese government.  Grandstanding for pol… https://t.co/MMjvy4hLTH,negative
Leaks suck and people set to ruin your day by spoiling this game are shits and will be treated as such. https://t.co/uZkWSZHzeu,negative
It's entirely unsurprising that we are already seeing SMS scams impersonating the #COVIDSafe app.  https://t.co/3fCHB9ry4L,negative
"Wow waking up to news that Angus Taylor is a crook, a liar and above all a weak leader? Colour me shocked #AusPol #AngusGate @AngusTaylorMP",negative
RT @PIB_India: .@MoHFW_INDIA issues guidelines for Home Isolation of very mild/pre-symptomatic COVID-19 cases.  Details here: ???? https://t.c…,negative
"Even before the coronavirus crisis forced the government to spend up big on health and business relief, the state's… https://t.co/0QvuDUVFbX",negative
@DangerousMere Bad carbs are now good carbs,negative
@hdhdhdjksks nup...I find that hard to believe. DNS does n't lie,negative
RT @LashRambo: Do you believe Tara Reade was sexually assaulted by @JoeBiden?,negative
I’m going to continue my self isolation.  The isolation started in 1982 when Kerry Packer cancelled “Celebrity Shoe… https://t.co/hii0bfcbxR,negative
Worrying about #CovidSafe in todays tracking / privacy climate is like going to a nudist beach and being annoyed at… https://t.co/m9s30gNw5d,negative
"Just a reminder that @Conservatives' austerity to blame for 130,000 ‘preventable’ UK deaths – report… https://t.co/TUXXqUEZAE",negative
