tweet_text,polarity
Protect one. Protect all. Protect India. #IndiaFightsCorona  Through features like self-assessment test and healthc… https://t.co/IK7bifZfg8,positive
"They don’t help people find jobs, they expect people to follow the ‘mutual obligations’ that already have to be fol… https://t.co/E9hqlIT1J9",positive
The report emphasises that banks can successfully weather the current storm and strengthen their market positions i… https://t.co/5eQsLLx0Dr,positive
"@pauldaws Hi Paul , just become aware that you sent this . It raises a lot of questions , but I agree with your com… https://t.co/8EqUXHw3kM",positive
RT @MLDRIN: Amazing pic of a sacred landscape. We need more water recovery to secure the flows that places like this need in an uncertain f…,positive
@QldGreens That'll piss Labor off. Good!,positive
"RT @RSF_inter: RSF ANNOUNCEMENT : Dear followers, due to technical network issues we can't broadcast live the virtual conference for the mo…",positive
Coronavirus - Economy: The daily line up for free meals in Haymarket stretches from Sussex Street into Goulburn Str… https://t.co/IW2G9bopH0,positive
RT @Buttergirlll: Imagine the feeling you get when Frank Edoho of Who Wants to be a Millionaire gives you a special birthday shoutout?? Do…,positive
RT @martingeddes: The Cult Of The Official Narrative lures people into believing they are superior because it ridicules and denigrates thos…,positive
@DrRonBaumann @AlboMP @AustralianLabor Surprised @Tony_Burke hasn't tweeted it. He holds the seat of Watson ????,positive
"RT @Sammy_Roth: The United States only has one rare-earth metals mine, in the California desert of course. Now the Pentagon is investing in…",positive
@polimernews Due to covid-19 betrothal scheduled  to be held in a grand manner performed virtually using you tube.… https://t.co/mRpYab8FoL,positive
Stay Home or wear your nose mask should you want to go out . #StayHome  #stopthespread #covidsafe  #COVID19… https://t.co/CJAiwGt5LN,positive
RT @pammisomal: Love this???? #lockdown #covidsafe #MondayMotivation #Corona #COVID #StaySafe #kids #StayAtHomeSaveLives #family #cute,positive
@PeterRelph Probably more to protect his leverage. There's little leverage in *always* supporting the one side so t… https://t.co/oTSTtVeUJ0,positive
"@elonmusk The difference between @elonmusk and @BillGates is surprising. One wants cool shit and to help mankind, the other made Windows ME.",positive
"RT @EdwardafSillen: Perfect illustration of 2020, so far. https://t.co/Fi2sAdfCR0",positive
Understanding COVID19 through the game of Snakes  & Ladders!  Think innovative & Be Creative. #COVID2019india… https://t.co/v7aq3OSurT,positive
"RT @NEI: If we want to get to zero carbon emissions, why are some climate activists dismissing our number one source of carbon-free energy?…",positive
RT @SullivanParaic: Delighted to edit and produce episode 1 of the Irish Defence Forces podcast on mental health during Covid 19. Listen to…,positive
RT @CoraSonido: Throwback bday ni bossing 2017! Happy birthday Bossing! @aldenrichards02  #AldenRichards https://t.co/dXaWrPyePN,positive
RT @TheInstituteDH: https://t.co/2NUQqQXRg8 How has the COVID-19 pandemic accelerated ongoing cybersecurity challenges in your healthcare o…,positive
"RT @britishsnackco: Like the look of this handsome bundle of crisps and popcorn? Yeah, thought so...  For your chance to #WIN ‘em, FOLLOW &…",positive
@AlanBixter Thanks ????????,positive
