tweet_text,polarity
"RT @VicInstSport: You can now download the coronavirus tracing app, #COVIDSafe, on your phone, which aims to contact people who have been i…",neutral
@MandysLair @99freemind dancing video costumes?,neutral
@Charles59177374 @JoshuaPotash @Debbie56111656 Maybe he injected disinfectant?,neutral
RT @H2Ninja: @BlakandBlack @marxdeane @AngusTaylorMP Angus Taylor has form https://t.co/FuvPhjqb7d,neutral
@ambernoelle @MadFckingWitch Perhaps some of these kids could read a book rather than indulging in drama. Here’s a… https://t.co/WR8OUR0bWx,neutral
RT @RumBaaBaa1976: @Valerie3Ward @owencocoefc @MattHancock Hush money,neutral
RT @beestydi: Another reason to retweet this...just interchange any MP's name https://t.co/wPtBFXAd6T https://t.co/9Ey5PWajCn,neutral
@wuhan778 @ChuckRossDC That was after Foer published. How her lawyers knew before the first Anon blog post about it is a different question.,neutral
RT @Flyingh30780735: @826Maureen They think they own Australia,neutral
"RT @BuckSexton: Why isn’t any state considering tiered lockdown restrictions based upon age?  All of the data, from every country, shows th…",neutral
The federal government is funding a training program for a team of 'animal disease detectives' to spot potential th… https://t.co/eZtadFIQyq,neutral
RT @poppyscupcakes: This was on my Instagram page tonight from a customer who ordered some vegan cupcakes today using our Cakeaway service.…,neutral
RT @PeterDo76549714: @ScottMorrisonMP do your children attend one of these schools?  #auspol #COVID19 https://t.co/kbEH6AQ1mv,neutral
"RT @naomhkilda: @AmyRemeikis @farrm51 I wonder how you access and print from a site, the document that appears on the left, and it prints o…",neutral
RT @adambspencer: “Sign bishop invested in currency once (5)”  HINT; put B (bishop in chess notation) into a currency to get a (Zodiac) “si…,neutral
".@BarnsGreg not 'appy'. Virus app downloads a tangled web of questions https://t.co/kVmfsgmP78  ""You download the… https://t.co/Oi5KlUqOfW",neutral
"As the Q Team analysis concludes, collecting all interactions seems excessive. Why don't they seem to apply any fil… https://t.co/o79rzHOSy3",neutral
"RT @NewtonMark: @neo_the_fat_cat Way, way more. Australia is powered by the nexus between the Dunning Kruger Effect and the Stanford Prison…",neutral
Health Minister @GregHuntMP announces 2.44 million Australians have now downloaded the #covidsafe app. @10NewsFirst,neutral
"Ironically despite #scottyfrommarketing having virtually all the media on his side, the opinion polls shows LNP are… https://t.co/GoshL1I6nJ",neutral
#auspol #covid19australia Alan Jones will be booking a call to his Swedish mate right now https://t.co/eY1ES4UCOL,neutral
"@ClappSandra @realDonaldTrump He'd need to have them read to him, wouldn't he????",neutral
2 people followed me // automatically checked by https://t.co/1MSQpOJK9Y,neutral
RT @BillBramhall: Cartoon https://t.co/hhI2HXZztj,neutral
RT @TrumpSuperElite: The Obama FBI plotted to entrap General Flynn!!! https://t.co/loj4PoZyQg,neutral
"RT @TheEconomist: All the current or former insiders in “Putin’s People” assume that, beneath a thin layer of democratic bluster, Western e…",neutral
"RT @ConversationEDU: To read the rest of our #Cook250 series on Wednesday, sign up to @ConversationEDU's daily newsletter: https://t.co/BSv…",neutral
RT @stacey16046047: @ozcrimenews @WideAwakeAus @oz_f The mother https://t.co/z2wWpp1xcZ,neutral
@GregHuntMP #lies the @ausgov does not care about privacy. @apple and @google have a far better and secure solution… https://t.co/HBbL62a4Lo,neutral
"RT @philmupp1: @Ozzytourer Never been contacted probably because I don't work for the government , Murdoch or live in a nursing home.",neutral
RT @Aliciastarr001: .#COVID19 didn’t stop De Blasio & wife from traveling from Manhattan to Brooklyn’s Prospect Park for a stroll - eliciti…,neutral
RT @KWagnerMD: Today the Wellesley College community lost one of our own after she battled COVID for weeks. Rest In Peace Rana Zoe Mungin.…,neutral
Gabbar is saying #StayHomeStaySafe Watch gabbar is back  @akshaykumar  #covidsafe  #MuskurayegaIndia https://t.co/SujcCEovKd,neutral
